City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Vitim,RU,2021-12-20 23:35:04,59.4511,112.5578,-25.78,95,100,4.45
272,Ararangua,BR,2021-12-20 23:35:04,-28.9347,-49.4858,70.59,88,28,1.21
273,Lompoc,US,2021-12-20 23:34:46,34.6391,-120.4579,59.02,67,90,5.01
274,Lata,PT,2021-12-20 23:35:05,40.1629,-8.3327,59.92,96,100,5.35
275,Fare,PF,2021-12-20 23:35:05,-16.7,-151.0167,80.4,72,12,7.36
276,Placido De Castro,BR,2021-12-20 23:35:05,-10.3353,-67.1856,74.66,96,95,1.61
277,Ruteng,ID,2021-12-20 23:35:06,-8.6136,120.4721,70.29,78,100,2.06
278,Belem,BR,2021-12-20 23:32:44,-1.4558,-48.5044,82.44,74,0,10.36
279,Yakovlevskoye,RU,2021-12-20 23:35:06,55.4419,37.9506,7.3,75,75,11.18
280,Kadiri,IN,2021-12-20 23:35:06,14.1167,78.1667,61.18,87,25,2.86
281,Chokurdakh,RU,2021-12-20 23:35:06,70.6333,147.9167,-7.19,95,100,13.71
282,San Ignacio,BZ,2021-12-20 23:35:07,17.1561,-89.0714,82.54,74,40,6.91
283,Hualmay,PE,2021-12-20 23:35:07,-11.0964,-77.6139,69.22,79,33,10.22
284,Lubbock,US,2021-12-20 23:35:07,33.6001,-101.8338,55.65,23,1,0.0
285,Saqqez,IR,2021-12-20 23:35:08,36.2499,46.2735,35.1,72,75,19.82
286,Kavaratti,IN,2021-12-20 23:35:08,10.5669,72.642,79.74,68,88,5.19
287,Prudnik,PL,2021-12-20 23:35:08,50.3212,17.5746,30.72,93,71,9.51
288,Kutum,SD,2021-12-20 23:35:09,14.2,24.6667,56.12,27,0,9.78
289,Huarmey,PE,2021-12-20 23:35:09,-10.0681,-78.1522,69.51,79,25,9.44
290,Shirokiy,RU,2021-12-20 23:35:09,49.758,129.523,-4.77,91,100,16.33
291,Sao Joao Da Barra,BR,2021-12-20 23:35:10,-21.6403,-41.0511,73.26,79,7,10.56
292,Devils Lake,US,2021-12-20 23:35:10,48.1128,-98.8651,1.94,74,1,1.99
293,Victoria,HK,2021-12-20 23:32:56,22.2855,114.1577,63.25,93,100,1.01
